Latitude,Longitude,EquipmentGroupName,Start,End,MethaneInKg
31.77769979,-93.43588528,Produced Water Tanks,10/1/2023 0:00,11/1/2023 0:00,135.0249351
31.77769979,-93.43588528,Produced Water Tanks,11/1/2023 0:00,12/1/2023 0:00,130.669292
31.77769979,-93.43588528,Produced Water Tanks,12/1/2023 0:00,1/1/2024 0:00,135.0249351
31.77758876,-93.4358694,Sand Traps,9/1/2023 0:00,10/1/2023 0:00,48.08657184
31.77768882,-93.43604536,Slop Tanks,1/1/2023 0:00,2/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,2/1/2023 0:00,3/1/2023 0:00,6.141704421
31.77768882,-93.43604536,Slop Tanks,3/1/2023 0:00,4/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,4/1/2023 0:00,5/1/2023 0:00,6.580397594
31.77768882,-93.43604536,Slop Tanks,5/1/2023 0:00,6/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,6/1/2023 0:00,7/1/2023 0:00,6.580397594
31.77768882,-93.43604536,Slop Tanks,7/1/2023 0:00,8/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,8/1/2023 0:00,9/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,9/1/2023 0:00,10/1/2023 0:00,6.580397594
31.77768882,-93.43604536,Slop Tanks,10/1/2023 0:00,11/1/2023 0:00,6.79974418
31.77768882,-93.43604536,Slop Tanks,11/1/2023 0:00,12/1/2023 0:00,6.580397594
31.77768882,-93.43604536,Slop Tanks,12/1/2023 0:00,1/1/2024 0:00,6.79974418
31.77770022,-93.43588846,Slug Catchers,4/1/2023 0:00,5/1/2023 0:00,339.2354415
31.77770022,-93.43588846,Slug Catchers,11/1/2023 0:00,12/1/2023 0:00,113.0742885
31.77754674,-93.43591608,Wells,1/1/2023 0:00,2/1/2023 0:00,6.779430743
31.77754674,-93.43591608,Wells,2/1/2023 0:00,3/1/2023 0:00,6.1233568
31.77754674,-93.43591608,Wells,3/1/2023 0:00,4/1/2023 0:00,6.779430743
31.77754674,-93.43591608,Wells,4/1/2023 0:00,5/1/2023 0:00,6.560739429
31.77754674,-93.43591608,Wells,5/1/2023 0:00,6/1/2023 0:00,13.10273489
31.77754674,-93.43591608,Wells,6/1/2023 0:00,7/1/2023 0:00,6.560739429
31.77754674,-93.43591608,Wells,7/1/2023 0:00,8/1/2023 0:00,6.779430743
31.77754674,-93.43591608,Wells,8/1/2023 0:00,9/1/2023 0:00,6.779430743
31.77754674,-93.43591608,Wells,9/1/2023 0:00,10/1/2023 0:00,6.560739429
31.77754674,-93.43591608,Wells,10/1/2023 0:00,11/1/2023 0:00,6.779430743
31.77754674,-93.43591608,Wells,11/1/2023 0:00,12/1/2023 0:00,6.560739429
31.77754674,-93.43591608,Wells,12/1/2023 0:00,1/1/2024 0:00,6.779430743
